"customer_id","income","total_spend","web_purchases","catalog_purchases","store_purchases","recency_days","response","cluster","segment"
10648,66664,1289,5,7,6,78,0,2,"Potential Upgraders"
1992,60597,893,2,2,8,2,1,4,"Inactive Low-Value"
7851,70165,926,3,7,11,60,0,2,"Potential Upgraders"
8594,50520,135,3,1,3,25,0,1,"Premium Loyalists"
7059,80124,1495,3,7,8,47,0,2,"Potential Upgraders"
2815,33183,120,4,0,3,46,0,1,"Premium Loyalists"
2416,66582,1288,2,8,9,83,0,2,"Potential Upgraders"
7999,75261,1743,5,6,5,17,1,2,"Potential Upgraders"
9213,31880,15,1,0,2,13,0,1,"Premium Loyalists"
9697,53790,542,7,2,8,86,0,4,"Inactive Low-Value"
3916,49269,890,7,3,12,92,0,4,"Inactive Low-Value"
2021,61456,1388,6,10,13,47,0,2,"Potential Upgraders"
1581,37406,17,1,0,2,18,1,1,"Premium Loyalists"
564,56937,906,8,6,9,81,1,4,"Inactive Low-Value"
6619,38415,44,1,0,3,91,0,3,"Price Sensitive"
9081,20518,25,1,1,2,58,0,3,"Price Sensitive"
178,62503,973,8,3,11,40,0,4,"Inactive Low-Value"
916,41644,31,1,0,3,67,0,3,"Price Sensitive"
5512,55842,518,7,1,8,19,0,4,"Inactive Low-Value"
8970,62010,530,6,2,7,93,0,4,"Inactive Low-Value"
10581,41124,506,7,3,4,41,0,4,"Inactive Low-Value"
5300,38961,70,2,1,2,60,0,3,"Price Sensitive"
5154,37760,54,2,0,3,54,0,3,"Price Sensitive"
8346,32233,296,6,2,2,26,1,1,"Premium Loyalists"
1676,43057,266,4,2,5,30,0,1,"Premium Loyalists"
9286,83151,747,5,9,4,93,0,2,"Potential Upgraders"
2426,78825,895,5,10,13,35,1,2,"Potential Upgraders"
5172,65104,1053,3,5,7,4,0,2,"Potential Upgraders"
5562,60093,735,7,2,10,92,0,4,"Inactive Low-Value"
3436,14045,20,1,0,3,24,0,1,"Premium Loyalists"
3921,28457,205,4,1,4,96,0,3,"Price Sensitive"
3403,78952,2092,2,5,12,11,0,2,"Potential Upgraders"
22,46310,309,6,1,5,99,0,3,"Price Sensitive"
10965,76005,1722,3,5,13,72,0,2,"Potential Upgraders"
9426,58308,900,2,6,3,77,0,3,"Price Sensitive"
6605,55614,682,9,4,6,85,0,4,"Inactive Low-Value"
3136,59432,663,5,3,11,88,0,4,"Inactive Low-Value"
8737,55563,43,2,0,3,22,0,1,"Premium Loyalists"
11088,78642,1816,4,9,4,83,0,2,"Potential Upgraders"
716,67911,976,6,7,11,63,0,2,"Potential Upgraders"
466,65275,746,4,3,13,9,0,4,"Inactive Low-Value"
9135,27203,64,1,1,2,92,0,3,"Price Sensitive"
10623,48330,32,1,0,3,2,0,1,"Premium Loyalists"
8151,24279,263,4,1,3,6,0,1,"Premium Loyalists"
5140,64355,1445,4,3,12,66,0,2,"Potential Upgraders"
10160,50943,46,1,0,3,49,0,1,"Premium Loyalists"
4945,53653,1210,10,4,12,29,0,4,"Inactive Low-Value"
10584,65665,945,5,10,8,77,0,2,"Potential Upgraders"
6071,81217,1157,3,7,11,77,0,2,"Potential Upgraders"
3386,34935,137,2,1,4,71,0,3,"Price Sensitive"
8939,61250,730,5,2,12,49,0,4,"Inactive Low-Value"
9925,39665,216,4,2,3,97,0,3,"Price Sensitive"
4320,60152,943,6,4,12,6,0,4,"Inactive Low-Value"
5389,48920,347,6,2,5,93,0,3,"Price Sensitive"
6036,89120,1924,5,6,7,78,0,2,"Potential Upgraders"
182,44124,397,6,2,5,62,0,4,"Inactive Low-Value"
203,81169,2089,5,7,9,47,0,2,"Potential Upgraders"
11025,36443,138,3,1,3,9,0,1,"Premium Loyalists"
10203,26095,42,1,0,3,77,0,3,"Price Sensitive"
4607,71367,777,4,5,7,24,0,4,"Inactive Low-Value"
3711,80184,1902,6,3,10,19,0,2,"Potential Upgraders"
3696,30630,52,2,0,3,67,0,3,"Price Sensitive"
2532,73454,1651,2,4,6,95,0,2,"Potential Upgraders"
9214,42691,358,5,1,6,48,0,4,"Inactive Low-Value"
4943,70503,1727,2,4,9,73,0,2,"Potential Upgraders"
35,25545,210,2,2,3,35,1,1,"Premium Loyalists"
2258,32880,42,1,0,3,76,0,3,"Price Sensitive"
4322,77863,1291,4,5,10,20,0,2,"Potential Upgraders"
713,50353,442,4,4,6,72,0,3,"Price Sensitive"
4702,61839,1895,4,8,4,20,0,2,"Potential Upgraders"
3281,49154,411,4,1,8,69,0,4,"Inactive Low-Value"
702,47682,521,4,3,8,80,0,4,"Inactive Low-Value"
2004,72679,1168,4,7,5,65,0,2,"Potential Upgraders"
4769,57954,493,8,2,6,52,0,4,"Inactive Low-Value"
4437,65316,260,3,2,5,65,0,3,"Price Sensitive"
8724,28567,46,2,0,3,57,0,3,"Price Sensitive"
10741,47352,319,6,1,5,70,0,3,"Price Sensitive"
1991,44931,96,2,1,3,0,0,1,"Premium Loyalists"
6931,76982,1062,8,3,4,19,1,4,"Inactive Low-Value"
11096,57247,232,2,1,7,50,0,3,"Price Sensitive"
304,22944,76,3,0,3,67,0,3,"Price Sensitive"
3665,25315,54,3,0,3,46,0,1,"Premium Loyalists"
10591,43638,201,4,1,4,37,0,1,"Premium Loyalists"
5036,42710,406,4,5,3,38,0,1,"Premium Loyalists"
5547,84169,1919,7,6,6,9,1,2,"Potential Upgraders"
7822,54058,662,4,6,8,56,0,4,"Inactive Low-Value"
8541,24683,41,2,0,4,98,0,3,"Price Sensitive"
10955,85620,1600,3,6,4,68,1,2,"Potential Upgraders"
4368,47850,134,3,0,4,72,0,3,"Price Sensitive"
9671,19514,69,3,1,2,47,1,1,"Premium Loyalists"
2256,27159,21,1,0,3,33,0,1,"Premium Loyalists"
4279,39548,54,1,1,3,87,0,3,"Price Sensitive"
5371,21474,91,3,1,2,0,1,1,"Premium Loyalists"
9240,60504,526,6,2,8,73,0,4,"Inactive Low-Value"
9460,22419,162,3,2,2,74,0,3,"Price Sensitive"
9504,81698,1008,3,8,13,4,1,2,"Potential Upgraders"
8692,43462,240,4,1,5,50,0,3,"Price Sensitive"
448,54880,795,6,2,11,57,0,4,"Inactive Low-Value"
8314,79908,1772,5,6,7,30,0,2,"Potential Upgraders"
8420,15315,64,2,0,4,27,0,1,"Premium Loyalists"
3174,87771,1957,5,10,4,61,1,2,"Potential Upgraders"
7685,33039,78,2,0,4,4,0,1,"Premium Loyalists"
3179,81741,1572,6,6,7,75,0,2,"Potential Upgraders"
9780,71499,795,8,3,13,12,0,4,"Inactive Low-Value"
10681,62466,889,6,3,12,13,0,4,"Inactive Low-Value"
10232,48799,331,3,2,7,9,0,1,"Premium Loyalists"
4184,52157,265,3,2,5,48,0,1,"Premium Loyalists"
9120,66565,1065,4,2,9,80,0,4,"Inactive Low-Value"
891,29298,11,1,0,2,60,0,3,"Price Sensitive"
10381,47691,21,1,0,2,43,0,1,"Premium Loyalists"
3525,38200,17,1,0,2,19,0,1,"Premium Loyalists"
6818,44989,369,5,1,5,26,0,1,"Premium Loyalists"
3526,38443,38,1,0,3,58,0,3,"Price Sensitive"
8181,38593,177,4,1,3,42,0,1,"Premium Loyalists"
1029,64413,279,5,1,5,27,0,4,"Inactive Low-Value"
7369,36959,62,2,0,3,56,0,3,"Price Sensitive"
2574,61996,1230,6,4,8,27,1,4,"Inactive Low-Value"
8159,51287,182,4,1,3,10,0,1,"Premium Loyalists"
1160,13260,49,3,0,3,48,0,1,"Premium Loyalists"
10242,47472,75,2,0,4,39,0,1,"Premium Loyalists"
5253,54603,227,4,2,4,85,0,3,"Price Sensitive"
5966,45207,215,3,1,6,64,0,3,"Price Sensitive"
5314,40689,444,7,1,5,69,0,4,"Inactive Low-Value"
5081,47821,47,1,0,3,54,0,3,"Price Sensitive"
5123,27450,143,2,1,3,57,0,3,"Price Sensitive"
5756,39453,55,2,0,3,64,0,3,"Price Sensitive"
8036,26850,63,2,1,4,10,0,1,"Premium Loyalists"
9058,79800,1867,5,11,5,65,1,2,"Potential Upgraders"
5057,61794,611,4,4,10,74,0,4,"Inactive Low-Value"
254,53863,473,7,1,7,4,0,4,"Inactive Low-Value"
4179,24221,55,1,1,3,94,0,3,"Price Sensitive"
3710,39684,81,2,1,2,41,1,1,"Premium Loyalists"
7627,92163,2086,5,11,5,25,1,2,"Potential Upgraders"
4501,69882,1478,3,7,9,94,0,2,"Potential Upgraders"
6424,33178,49,1,0,3,9,0,1,"Premium Loyalists"
3075,59973,382,3,4,7,47,0,4,"Inactive Low-Value"
4992,17459,69,3,1,2,12,1,1,"Premium Loyalists"
5252,23910,67,2,0,3,80,0,3,"Price Sensitive"
7444,42169,30,1,0,3,20,0,1,"Premium Loyalists"
6919,26224,63,2,1,3,39,0,1,"Premium Loyalists"
3537,31089,79,3,0,4,57,0,3,"Price Sensitive"
10277,30081,42,1,0,3,27,0,1,"Premium Loyalists"
2453,62807,819,5,3,12,83,0,4,"Inactive Low-Value"
7972,72906,1151,3,4,9,79,0,2,"Potential Upgraders"
895,61467,594,5,2,10,69,0,4,"Inactive Low-Value"
1177,49618,129,3,1,3,77,0,3,"Price Sensitive"
7141,21888,213,5,1,2,15,1,1,"Premium Loyalists"
7232,42429,67,1,1,3,99,0,3,"Price Sensitive"
8477,26150,28,1,0,3,61,0,3,"Price Sensitive"
2457,30801,45,1,0,3,23,0,1,"Premium Loyalists"
988,81168,1193,6,4,7,84,0,2,"Potential Upgraders"
7930,26877,268,3,1,6,74,0,3,"Price Sensitive"
4587,45006,266,3,1,7,90,0,3,"Price Sensitive"
6682,18978,37,1,0,3,41,0,1,"Premium Loyalists"
6222,22574,37,2,0,3,28,0,1,"Premium Loyalists"
10299,48240,882,6,3,13,73,1,4,"Inactive Low-Value"
3083,45837,373,6,2,5,88,0,3,"Price Sensitive"
8953,35791,35,1,0,3,94,0,3,"Price Sensitive"
1503,162397,107,0,0,1,31,0,1,"Premium Loyalists"
8650,54162,42,1,0,3,31,0,1,"Premium Loyalists"
10862,30522,326,1,2,9,6,0,1,"Premium Loyalists"
2782,54456,404,6,1,7,23,0,4,"Inactive Low-Value"
6941,31632,95,2,1,2,92,0,3,"Price Sensitive"
10972,72298,939,4,3,6,52,0,4,"Inactive Low-Value"
10708,36975,33,1,0,3,50,0,1,"Premium Loyalists"
6583,72635,981,6,8,6,54,0,2,"Potential Upgraders"
3641,13624,36,2,0,3,93,0,3,"Price Sensitive"
10156,84196,1237,8,4,7,56,0,4,"Inactive Low-Value"
4299,70971,1825,11,11,5,28,1,2,"Potential Upgraders"
3469,34487,103,3,0,3,94,0,3,"Price Sensitive"
5063,28769,191,4,1,4,76,0,3,"Price Sensitive"
10727,69084,1586,7,3,13,43,0,2,"Potential Upgraders"
9624,65488,963,3,4,6,46,0,4,"Inactive Low-Value"
5156,62466,889,6,3,12,13,0,4,"Inactive Low-Value"
4376,32218,93,2,1,3,27,1,1,"Premium Loyalists"
8923,83917,1587,6,7,7,12,1,2,"Potential Upgraders"
8461,46102,16,1,0,2,3,0,1,"Premium Loyalists"
6945,84574,1375,9,11,11,72,0,2,"Potential Upgraders"
944,56181,393,4,2,7,6,0,1,"Premium Loyalists"
1907,63120,1477,8,4,9,53,1,4,"Inactive Low-Value"
701,73691,1179,6,2,8,58,0,4,"Inactive Low-Value"
3856,63381,1005,4,5,13,78,0,2,"Potential Upgraders"
4149,76140,1348,5,9,6,57,0,2,"Potential Upgraders"
2131,62859,1307,9,4,6,37,0,4,"Inactive Low-Value"
2942,45906,486,5,4,4,20,0,1,"Premium Loyalists"
1173,77632,2252,4,2,6,73,1,2,"Potential Upgraders"
4381,46463,235,3,1,6,56,0,3,"Price Sensitive"
4611,105471,1724,9,8,13,36,1,2,"Potential Upgraders"
3376,55282,235,3,1,6,9,0,1,"Premium Loyalists"
4679,78710,1092,7,6,12,42,0,2,"Potential Upgraders"
10928,66886,599,7,1,7,28,0,4,"Inactive Low-Value"
4248,98777,2008,4,6,9,23,0,2,"Potential Upgraders"
6728,29103,48,1,0,3,38,0,1,"Premium Loyalists"
6661,67445,1174,9,6,12,63,0,2,"Potential Upgraders"
4725,50616,67,1,1,4,71,0,3,"Price Sensitive"
3277,49431,365,7,1,5,9,0,4,"Inactive Low-Value"
5555,153924,6,0,0,0,81,0,3,"Price Sensitive"
2564,61278,165,3,1,4,87,0,3,"Price Sensitive"
946,26490,210,3,1,5,92,0,3,"Price Sensitive"
3867,73059,1095,9,3,13,36,0,4,"Inactive Low-Value"
6940,46734,223,3,2,3,86,0,3,"Price Sensitive"
55,56253,597,7,2,9,83,0,4,"Inactive Low-Value"
7093,19986,22,0,0,3,74,0,3,"Price Sensitive"
5084,58330,1064,6,4,13,87,0,4,"Inactive Low-Value"
1777,25965,74,2,0,3,29,0,1,"Premium Loyalists"
8162,14661,26,1,0,3,88,0,3,"Price Sensitive"
10826,18690,60,1,1,2,77,0,3,"Price Sensitive"
8754,45068,20,1,0,2,25,0,1,"Premium Loyalists"
1987,21063,59,2,0,3,34,0,1,"Premium Loyalists"
11007,29187,34,1,0,3,43,0,1,"Premium Loyalists"
7426,54690,198,3,1,5,76,0,3,"Price Sensitive"
9153,59304,1048,7,8,10,81,0,2,"Potential Upgraders"
10379,59247,574,5,2,9,87,0,4,"Inactive Low-Value"
9204,66731,1029,4,3,6,33,0,4,"Inactive Low-Value"
3197,77353,670,6,4,8,38,0,4,"Inactive Low-Value"
2920,52614,990,2,4,8,63,0,2,"Potential Upgraders"
6961,26751,11,1,0,2,26,0,1,"Premium Loyalists"
4673,81300,1241,10,3,5,17,1,4,"Inactive Low-Value"
9937,70337,576,2,2,12,75,0,4,"Inactive Low-Value"
8779,36145,172,4,1,3,13,1,1,"Premium Loyalists"
9596,65295,664,3,3,13,19,0,4,"Inactive Low-Value"
2891,68118,928,8,9,4,51,0,2,"Potential Upgraders"
4910,68743,2074,11,5,13,81,0,2,"Potential Upgraders"
75,41039,467,8,1,5,32,0,4,"Inactive Low-Value"
10120,38946,257,3,1,6,84,0,3,"Price Sensitive"
6327,65777,1146,2,8,6,87,0,2,"Potential Upgraders"
10142,66476,689,5,2,11,99,0,4,"Inactive Low-Value"
9826,86857,2114,5,6,10,96,1,2,"Potential Upgraders"
1501,160803,1717,0,28,1,21,0,2,"Potential Upgraders"
10767,77845,1346,3,5,12,40,0,2,"Potential Upgraders"
7279,69476,1044,4,6,4,3,0,2,"Potential Upgraders"
7230,50611,493,4,5,7,98,1,3,"Price Sensitive"
143,61209,957,5,3,4,73,0,4,"Inactive Low-Value"
450,42315,270,1,4,4,90,0,3,"Price Sensitive"
9316,13084,29,1,0,3,29,0,1,"Premium Loyalists"
6379,47570,121,2,2,2,3,1,1,"Premium Loyalists"
9239,61923,126,2,1,4,94,0,3,"Price Sensitive"
8315,34824,23,1,0,2,65,0,3,"Price Sensitive"
2868,26518,57,2,0,3,33,1,1,"Premium Loyalists"
10888,45938,636,8,4,6,46,0,4,"Inactive Low-Value"
1277,78468,1004,10,7,10,29,0,2,"Potential Upgraders"
9977,78901,734,9,3,5,99,0,4,"Inactive Low-Value"
10196,71427,614,8,2,8,26,0,4,"Inactive Low-Value"
6384,71022,1453,5,2,11,30,0,4,"Inactive Low-Value"
8029,90247,1621,3,4,7,27,1,2,"Potential Upgraders"
968,41335,187,4,1,4,24,0,1,"Premium Loyalists"
6988,71952,1443,8,4,8,93,0,2,"Potential Upgraders"
4472,35682,57,1,1,3,34,0,1,"Premium Loyalists"
6991,43185,637,9,3,6,88,0,4,"Inactive Low-Value"
3336,66375,948,2,4,5,96,0,3,"Price Sensitive"
4301,35178,59,1,1,2,10,1,1,"Premium Loyalists"
1940,25252,18,1,0,2,26,0,1,"Premium Loyalists"
1272,55250,903,7,5,10,49,0,4,"Inactive Low-Value"
1388,33249,112,2,1,3,11,0,1,"Premium Loyalists"
1044,58398,596,5,4,8,44,0,4,"Inactive Low-Value"
6969,50272,233,4,1,5,75,0,3,"Price Sensitive"
10479,76618,1511,3,2,5,64,0,2,"Potential Upgraders"
3619,87305,1152,5,3,8,19,1,4,"Inactive Low-Value"
1715,25851,48,2,0,3,45,0,1,"Premium Loyalists"
10159,58710,1185,11,5,9,77,0,4,"Inactive Low-Value"
1463,45160,21,1,0,2,9,0,1,"Premium Loyalists"
5114,74806,965,5,4,5,1,0,4,"Inactive Low-Value"
4990,59111,869,11,1,8,90,0,4,"Inactive Low-Value"
4329,18988,16,1,0,3,43,0,1,"Premium Loyalists"
10936,72190,1947,5,6,4,79,0,2,"Potential Upgraders"
4692,7500,71,4,1,2,19,1,1,"Premium Loyalists"
7212,44794,65,2,0,3,99,0,3,"Price Sensitive"
6086,80395,1380,6,5,12,62,0,2,"Potential Upgraders"
437,75012,1027,3,8,11,41,0,2,"Potential Upgraders"
11171,56962,411,6,3,5,60,0,4,"Inactive Low-Value"
11101,89891,836,11,6,8,17,0,4,"Inactive Low-Value"
5329,35946,11,0,0,3,24,0,1,"Premium Loyalists"
610,53593,480,7,2,6,60,0,4,"Inactive Low-Value"
9384,66373,606,4,2,10,57,0,4,"Inactive Low-Value"
5956,45072,284,6,1,4,74,0,3,"Price Sensitive"
10430,89694,1472,4,3,4,22,0,2,"Potential Upgraders"
7875,72025,1677,4,8,13,46,1,2,"Potential Upgraders"
7072,67432,1335,8,5,4,69,0,4,"Inactive Low-Value"
6255,70545,334,4,1,7,29,0,4,"Inactive Low-Value"
6516,17487,18,1,0,2,37,0,1,"Premium Loyalists"
5564,62882,1338,7,5,6,26,0,4,"Inactive Low-Value"
5682,64108,1099,6,9,11,8,0,2,"Potential Upgraders"
7458,34941,97,3,0,3,26,0,1,"Premium Loyalists"
5237,48767,63,2,1,3,79,0,3,"Price Sensitive"
7761,38702,109,3,0,4,71,0,3,"Price Sensitive"
5278,82224,902,6,9,5,83,0,2,"Potential Upgraders"
3560,83844,1574,4,4,11,57,0,2,"Potential Upgraders"
7235,17003,38,2,0,4,37,0,1,"Premium Loyalists"
10548,71163,960,3,8,12,30,0,2,"Potential Upgraders"
2281,33697,28,1,0,2,34,0,1,"Premium Loyalists"
4073,63564,1215,10,10,7,0,1,2,"Potential Upgraders"
6974,83443,1497,6,10,5,89,0,2,"Potential Upgraders"
7938,51518,449,3,2,10,92,0,3,"Price Sensitive"
7094,58330,1064,6,4,13,87,0,4,"Inactive Low-Value"
3667,80952,1757,8,5,11,20,1,2,"Potential Upgraders"
7723,75507,1440,8,6,6,56,0,2,"Potential Upgraders"
3870,63855,1006,7,3,13,28,0,4,"Inactive Low-Value"
4012,62220,1226,7,6,5,55,1,2,"Potential Upgraders"
5909,58512,1171,3,4,8,25,0,2,"Potential Upgraders"
10470,40662,92,2,1,3,0,0,1,"Premium Loyalists"
6488,38829,99,3,2,2,86,0,3,"Price Sensitive"
10270,35523,66,3,0,3,8,0,1,"Premium Loyalists"
6887,79146,564,8,1,8,33,0,4,"Inactive Low-Value"
6406,78285,1427,6,4,10,13,0,2,"Potential Upgraders"
7573,31626,86,2,1,2,12,1,1,"Premium Loyalists"
4508,75127,833,2,11,5,92,0,2,"Potential Upgraders"
221,48726,242,3,2,4,90,0,3,"Price Sensitive"
5331,74985,1869,3,6,7,8,0,2,"Potential Upgraders"
1911,67430,1364,11,5,12,6,0,4,"Inactive Low-Value"
20,46891,183,2,1,4,91,0,3,"Price Sensitive"
8786,62058,450,6,1,7,52,0,4,"Inactive Low-Value"
10582,72063,758,5,2,12,3,0,4,"Inactive Low-Value"
1915,78939,1507,8,5,6,57,0,2,"Potential Upgraders"
8897,42720,654,7,3,7,9,1,4,"Inactive Low-Value"
2371,33622,81,2,0,4,22,0,1,"Premium Loyalists"
4303,6835,137,0,0,1,76,0,3,"Price Sensitive"
6825,41452,16,1,0,2,86,0,3,"Price Sensitive"
1072,40760,93,2,1,3,64,0,3,"Price Sensitive"
4964,74250,1158,2,11,4,90,0,2,"Potential Upgraders"
2461,51124,43,1,0,3,79,0,3,"Price Sensitive"
10736,72258,1525,6,9,5,28,0,2,"Potential Upgraders"
3194,71466,1230,4,4,10,86,0,2,"Potential Upgraders"
10839,36283,29,1,0,3,42,0,1,"Premium Loyalists"
49,20587,25,1,1,2,39,0,1,"Premium Loyalists"
4290,30467,24,1,0,2,8,0,1,"Premium Loyalists"
10219,31590,38,1,0,3,40,0,1,"Premium Loyalists"
4211,20425,57,2,0,3,5,0,1,"Premium Loyalists"
1135,17144,47,3,0,4,96,0,3,"Price Sensitive"
6299,42564,813,6,8,4,28,1,4,"Inactive Low-Value"
10846,43783,629,7,1,8,22,0,4,"Inactive Low-Value"
347,40780,377,7,1,5,30,0,4,"Inactive Low-Value"
6543,62847,1612,3,6,4,45,0,2,"Potential Upgraders"
10446,82017,729,5,4,7,58,1,4,"Inactive Low-Value"
3479,16813,50,2,0,3,49,0,1,"Premium Loyalists"
11075,51267,270,3,3,5,37,0,1,"Premium Loyalists"
4442,46524,177,1,1,5,70,0,3,"Price Sensitive"
199,45183,315,4,1,7,33,0,1,"Premium Loyalists"
6722,70421,767,10,3,7,98,0,4,"Inactive Low-Value"
796,60161,1071,11,4,8,17,0,4,"Inactive Low-Value"
3749,73926,1580,6,5,12,54,0,2,"Potential Upgraders"
8523,19329,60,4,0,3,39,0,1,"Premium Loyalists"
310,61872,573,4,4,9,81,0,4,"Inactive Low-Value"
8629,46984,41,1,0,3,71,0,3,"Price Sensitive"
236,34838,170,2,1,4,62,0,3,"Price Sensitive"
9930,82716,1167,6,8,13,8,0,2,"Potential Upgraders"
3483,48192,1526,2,8,12,76,1,2,"Potential Upgraders"
4599,49681,458,7,1,7,66,0,4,"Inactive Low-Value"
7326,56850,63,1,1,3,83,0,3,"Price Sensitive"
7352,55267,405,3,4,6,28,0,1,"Premium Loyalists"
2350,59666,1027,3,2,8,87,0,4,"Inactive Low-Value"
9145,72504,1478,5,9,6,43,0,2,"Potential Upgraders"
2964,26872,72,1,1,2,0,0,1,"Premium Loyalists"
5585,21359,48,2,0,3,1,1,1,"Premium Loyalists"
9687,73170,726,5,4,6,1,0,4,"Inactive Low-Value"
3732,52750,860,5,7,9,72,0,2,"Potential Upgraders"
6303,91820,1497,5,5,12,72,0,2,"Potential Upgraders"
11176,65968,495,5,4,7,12,0,4,"Inactive Low-Value"
2986,30772,20,1,0,2,89,0,3,"Price Sensitive"
7462,22507,570,10,2,4,67,0,4,"Inactive Low-Value"
3900,65685,769,9,2,9,54,0,4,"Inactive Low-Value"
7034,25804,55,2,0,3,34,0,1,"Premium Loyalists"
9493,76412,1808,5,4,8,15,1,2,"Potential Upgraders"
1143,22063,55,2,0,3,43,0,1,"Premium Loyalists"
1,57091,577,7,3,7,0,1,4,"Inactive Low-Value"
3855,22419,162,3,2,2,74,0,3,"Price Sensitive"
5536,87771,1957,5,10,4,61,1,2,"Potential Upgraders"
5989,78353,1576,10,2,11,51,0,4,"Inactive Low-Value"
9499,93404,1616,3,4,7,97,0,2,"Potential Upgraders"
6768,37859,36,1,0,3,75,0,3,"Price Sensitive"
2150,80995,1482,8,9,4,83,0,2,"Potential Upgraders"
6646,16529,22,1,0,3,23,0,1,"Premium Loyalists"
4887,55412,63,2,0,3,65,0,3,"Price Sensitive"
8560,48789,680,6,4,7,94,0,4,"Inactive Low-Value"
3321,56575,542,7,3,7,42,0,4,"Inactive Low-Value"
11003,25130,50,2,0,3,10,0,1,"Premium Loyalists"
10402,35441,39,1,0,3,94,0,3,"Price Sensitive"
9904,71391,1043,6,5,12,50,0,2,"Potential Upgraders"
6141,49494,385,6,1,5,46,0,4,"Inactive Low-Value"
5687,81702,1633,7,7,12,98,0,2,"Potential Upgraders"
10856,45889,46,1,0,3,42,0,1,"Premium Loyalists"
5121,56628,761,7,6,5,30,0,4,"Inactive Low-Value"
4186,34026,76,2,1,3,11,0,1,"Premium Loyalists"
368,40049,290,3,2,6,61,0,3,"Price Sensitive"
3312,34176,89,3,0,4,12,0,1,"Premium Loyalists"
11121,19419,70,4,0,3,76,0,3,"Price Sensitive"
5332,82504,1066,3,6,7,2,0,2,"Potential Upgraders"
5848,81205,2009,5,6,7,43,1,2,"Potential Upgraders"
10343,61618,1345,3,6,8,27,0,2,"Potential Upgraders"
5935,55284,764,7,5,8,60,0,4,"Inactive Low-Value"
2895,49980,195,3,1,5,79,0,3,"Price Sensitive"
10262,15072,53,3,1,3,96,0,3,"Price Sensitive"
7848,49166,368,5,3,3,17,0,1,"Premium Loyalists"
9477,65324,544,6,2,9,0,0,4,"Inactive Low-Value"
4856,82347,1853,7,7,10,38,0,2,"Potential Upgraders"
7186,30843,35,1,1,2,43,0,1,"Premium Loyalists"
5794,46374,446,7,1,7,1,1,4,"Inactive Low-Value"
1456,60474,1180,10,2,12,25,0,4,"Inactive Low-Value"
4877,38576,41,1,0,3,2,0,1,"Premium Loyalists"
425,55357,727,6,2,11,66,0,4,"Inactive Low-Value"
3007,37758,40,1,0,3,49,0,1,"Premium Loyalists"
1031,85710,1062,6,9,10,5,0,2,"Potential Upgraders"
4297,23228,40,2,0,3,71,0,3,"Price Sensitive"
807,44602,292,6,1,4,35,0,1,"Premium Loyalists"
9553,7500,15,0,0,3,94,0,3,"Price Sensitive"
4271,38683,341,4,1,6,80,0,3,"Price Sensitive"
4120,49514,369,6,1,4,61,0,3,"Price Sensitive"
2036,57906,401,4,2,8,29,0,4,"Inactive Low-Value"
115,43456,393,5,1,8,0,0,4,"Inactive Low-Value"
4259,19485,10,1,0,2,80,0,3,"Price Sensitive"
8687,53172,486,2,3,8,54,0,4,"Inactive Low-Value"
2447,30545,69,2,0,3,71,0,3,"Price Sensitive"
10140,70123,1727,5,7,4,27,0,2,"Potential Upgraders"
9353,62450,995,5,5,4,61,0,4,"Inactive Low-Value"
3623,21675,45,4,0,3,55,0,3,"Price Sensitive"
738,42395,182,3,1,4,35,0,1,"Premium Loyalists"
7631,61346,989,5,7,10,34,0,2,"Potential Upgraders"
4789,80812,1677,4,8,5,95,0,2,"Potential Upgraders"
773,42835,595,6,6,4,64,0,4,"Inactive Low-Value"
10602,39922,156,3,0,4,30,0,1,"Premium Loyalists"
1446,86424,1226,6,9,12,12,0,2,"Potential Upgraders"
3270,17117,128,3,1,3,96,0,3,"Price Sensitive"
8443,24762,86,3,1,2,16,1,1,"Premium Loyalists"
9653,35797,68,2,0,3,16,0,1,"Premium Loyalists"
8916,36627,16,0,0,3,78,0,3,"Price Sensitive"
8017,51111,55,2,0,3,83,0,3,"Price Sensitive"
5830,86857,2114,5,6,10,96,1,2,"Potential Upgraders"
4597,82072,2018,3,2,13,67,0,2,"Potential Upgraders"
7023,46231,263,6,1,4,87,0,3,"Price Sensitive"
8086,42243,55,2,0,3,34,0,1,"Premium Loyalists"
8825,51195,564,9,2,5,46,0,4,"Inactive Low-Value"
2930,68092,1281,2,6,10,7,0,2,"Potential Upgraders"
1928,31814,83,2,0,3,73,0,3,"Price Sensitive"
7108,51390,353,5,2,5,54,0,4,"Inactive Low-Value"
10925,76630,1003,3,10,11,93,0,2,"Potential Upgraders"
9960,26868,14,1,0,2,52,0,1,"Premium Loyalists"
8800,48948,902,7,10,5,53,1,2,"Potential Upgraders"
9224,55260,1139,8,10,5,81,0,2,"Potential Upgraders"
5519,64090,797,6,9,4,8,1,2,"Potential Upgraders"
5046,78331,1638,10,6,7,97,0,2,"Potential Upgraders"
7037,37087,401,4,2,8,50,0,4,"Inactive Low-Value"
905,21846,84,4,0,3,38,0,1,"Premium Loyalists"
8624,81320,928,4,3,10,61,0,4,"Inactive Low-Value"
8945,54137,203,4,1,4,46,0,1,"Premium Loyalists"
6445,66825,858,4,5,6,73,0,2,"Potential Upgraders"
2727,57100,409,3,3,6,19,0,1,"Premium Loyalists"
6404,58917,282,4,1,6,10,0,1,"Premium Loyalists"
11074,85072,1423,3,4,10,94,0,2,"Potential Upgraders"
